timestamp,open,high,low,close,volume,rsi,macd,macd_signal,ema_9,ema_21,atr,obi,funding_rate,whale_flow,btc_dominance,liq_heatmap_density
2026-03-27 21:00:00,66020.77,66186.01,66013.0,66098.0,636.71362,27.051258815400374,-778.5794242034171,-781.3534169883239,66204.987604248,66925.40510189008,512.6488555190291,0.925,-0.00011143,-0.018790213021699687,50.65426537789448,0.773677736554252
2026-03-27 22:00:00,66098.0,66098.01,65920.0,66020.79,739.86415,26.217099619861088,-750.3135257632093,-775.1454387433012,66168.14808339841,66843.16736535462,488.7460801248124,0.823,-0.00011143,0.01535087606256294,52.431467649243686,0.1859712860682743
2026-03-27 23:00:00,66020.79,66420.75,65970.25,66407.28,504.92186,36.733864439224824,-688.7861862358259,-757.8735882418061,66215.97446671873,66803.54124123146,486.0142172587544,0.054,-0.00011143,-0.012095429501318589,51.77714363661812,0.49389672245681404
2026-03-28 00:00:00,66407.28,66520.46,66293.35,66431.55,499.89072,37.33787944064313,-630.7955220906006,-732.457975011565,66259.089573375,66769.72385566495,467.5210588831291,0.071,-0.00011143,-0.0031829191509073276,50.269119978119285,0.3457242883980075
2026-03-28 01:00:00,66431.54,66431.55,66056.09,66178.85,613.17173,33.72729070952386,-598.3310926652484,-705.6325985423017,66243.04165869999,66716.0080506045,460.9452689629061,0.313,-0.00011143,-0.04781416040805201,53.75967634040565,0.586540042763649
2026-03-28 02:00:00,66178.86,66251.67,65932.09,66053.2,490.39923,32.066838239141035,-576.1007722588838,-679.7262332856182,66205.07332696,66655.75277327682,450.84774975127004,0.717,-0.00011143,0.00862377861910503,53.73056640910655,0.9598959542736556
2026-03-28 03:00:00,66053.2,66259.66,66053.19,66240.0,705.96536,37.03020464485981,-537.2171790942521,-651.224422447345,66212.05866156801,66617.95706661529,433.392196197608,0.862,-0.00011143,0.041699433427677346,53.88477496362742,0.9900113985422957
2026-03-28 04:00:00,66240.0,66304.72,66110.0,66285.01,452.84284,38.201825197953596,-497.04015106961015,-620.3875681717981,66226.64892925441,66587.68915146844,416.3441821834932,0.861,-0.00011143,-0.03635677321633849,50.377189150363954,0.8404691144826545
2026-03-28 05:00:00,66285.01,66407.96,66202.01,66341.9,675.62625,39.72826608177304,-455.35991371618,-587.3820372806745,66249.69914340353,66565.34468315312,401.31602631324455,0.625,-0.00011143,0.02057620133244896,53.389561438122996,0.7005582323000215
2026-03-28 06:00:00,66341.9,66500.0,66308.93,66382.0,485.97016,40.83755224864592,-414.3163099353842,-552.7688918116164,66276.15931472283,66548.67698468466,386.29845300515615,0.949,-0.00011143,0.04096503416184491,53.4981600336856,0.8083566924455708
2026-03-28 07:00:00,66382.0,66573.61,66379.8,66561.48,737.38217,45.658351962473624,-363.1205940394866,-514.8392322571905,66333.22345177826,66549.84089516787,372.54927779050195,0.956,-0.00011143,0.03416305275158653,52.97038432584708,0.7998806663660635
2026-03-28 08:00:00,66561.49,66570.09,66387.06,66409.33,708.34892,42.497007067193934,-331.00918592685775,-478.073222991124,66348.44476142261,66537.06717742534,359.0121865197517,0.607,-0.00011143,-0.04679963183300437,50.457492402679435,0.17371631858279257
2026-03-28 09:00:00,66409.34,66416.77,66243.01,66311.32,634.09125,40.54932360169094,-309.8969523807609,-444.43796886905136,66341.01980913809,66516.54470675031,345.77988748262726,0.865,-0.00011143,-0.029581346922732166,50.760467694691215,0.03137982173685727
2026-03-28 10:00:00,66311.32,66411.79,66124.4,66221.38,306.12343,38.79231879402607,-296.9991403160966,-414.95020315846045,66317.09184731047,66489.71155159119,341.6091812338681,0.567,-0.00011143,-0.033928955075623046,53.908749603407415,0.11107334794583468
2026-03-28 11:00:00,66221.37,66358.0,66201.91,66319.47,223.42305,41.75642586936491,-275.68456801112916,-387.0970761289942,66317.56747784838,66474.23504690107,328.35781114573444,0.425,-0.00011143,0.0068581628080603765,53.33925994023059,0.42734502311653144
2026-03-28 12:00:00,66319.46,66527.01,66240.87,66455.09,344.10648,45.673681600109674,-245.02472283756651,-358.68260547070867,66345.0719822787,66472.49458809188,325.34225320675336,0.441,-0.00011143,0.0223685077657588,51.6001258528609,0.9439568196102501
2026-03-28 13:00:00,66455.1,67163.99,66407.65,66835.1,1040.57902,54.839102956649015,-187.89698405102536,-324.525481186772,66443.07758582298,66505.45871644717,356.1278065491289,0.995,-0.00011143,0.0038871828679680337,50.22784410468081,0.9466339247722949
2026-03-28 14:00:00,66835.1,66967.01,66666.66,66742.1,570.49869,52.504508938980244,-148.41631139432138,-289.30364722828193,66502.88206865838,66526.97156040651,352.14367750990476,0.726,-0.00011143,0.02551355260864334,51.155313768018246,0.3052887251536116
2026-03-28 15:00:00,66742.09,67288.94,66717.15,67014.91,771.68723,58.13486136959204,-94.03018539384357,-250.24895486139428,66605.28765492671,66571.32960036956,367.83270054491214,0.881,-0.00011143,-0.03628667027123263,53.571520192236235,0.20145757811359233
2026-03-28 16:00:00,67014.92,67096.77,66855.24,66926.95,342.70522,55.83653715315691,-57.36515578781837,-211.6721950466791,66669.62012394136,66603.6587276087,358.81107907741836,0.659,-0.00011143,0.025302413588473252,51.592408214262065,0.7263579905904397
2026-03-28 17:00:00,66926.94,66996.61,66704.0,66846.21,310.89662,53.736475532283876,-34.42605674278457,-176.2229673859002,66704.93809915309,66625.70884328063,354.0824305718885,0.659,-0.00011143,-0.011067874706244096,53.01919349238361,0.10395046879643322
